"","waluta","cena","Oferta od","Kategoria","Marka pojazdu","Model pojazdu","Wersja","Rok produkcji","Przebieg","Pojemnoœæ skokowa","Rodzaj paliwa","Moc","Skrzynia biegów","Napêd","Uszkodzony","Typ","Liczba drzwi","Liczba miejsc","Kolor","Metalik","Zarejestrowany w Polsce","Stan","Per³owy","Kraj pochodzenia","Pierwsza rejestracja","Numer rejestracyjny pojazdu","Serwisowany w ASO","VAT mar¿a","Mo¿liwoœæ finansowania","Faktura VAT","Bezwypadkowy","Leasing","Tuning","Pierwszy w³aœciciel","Generacja","Akryl (niemetalizowany)","Emisja CO2","Filtr cz¹stek sta³ych","Zarejestrowany jako zabytek","Gwarancja dealerska (w cenie)","Matowy","lub do (przebieg km)","VIN","Miesiêczna rata","Okres gwarancji producenta","Homologacja ciê¿arowa","Warranty if agreed with the buyer"
"1:56","PLN","8 990","Firmy","Osobowe","Audi","100",NA,"1991","195 000 km","2 000 cm3","Benzyna","101 KM","Manualna","Na przednie ko³a",NA,"Sedan","4","5","Zielony","Tak",NA,"U¿ywane",NA,"Niemcy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C4 (1991-1994)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:57","PLN","1 700","Firmy","Osobowe","Audi","80","1.6","1991","177 000 km","1 595 cm3","Benzyna","71 KM","Manualna","Na przednie ko³a",NA,"Sedan","4","5","Czerwony",NA,NA,"U¿ywane",NA,NA,NA,NA,NA,"Tak",NA,NA,NA,NA,NA,NA,"B4 (1991-1995)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:58","PLN","4 500","Osoby prywatnej","Osobowe","Audi","100","2.0 E","1991","216 647 km","1 984 cm3","Benzyna","115 KM","Automatyczna","Na przednie ko³a",NA,"Sedan","4","5","Bia³y","Tak","Tak","U¿ywane",NA,"Niemcy",NA,NA,"Tak",NA,NA,NA,"Tak",NA,NA,NA,"C4 (1991-1994)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:59","PLN","6 800","Osoby prywatnej","Osobowe","Audi","80","2.8 E","1991","330 000 km","2 771 cm3","Benzyna","174 KM","Manualna","4x4 (sta³y)",NA,"Sedan","4","5","Czarny",NA,"Tak","U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B4 (1991-1995)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:60","PLN","10 400","Firmy","Osobowe","Audi","100",NA,"1991","302 000 km","2 300 cm3","Benzyna","136 KM","Automatyczna","Na przednie ko³a",NA,"Sedan","4","5","Bia³y",NA,"Tak","U¿ywane",NA,"Niemcy",NA,"DDZ18084",NA,"Tak","Tak",NA,NA,NA,NA,NA,"C4 (1991-1994)","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:61","PLN","44 900","Firmy","Osobowe","Audi","Coupe","ver-2-8-e","1991","157 000 km","2 771 cm3","Benzyna","174 KM","Manualna","4x4 (sta³y)",NA,"Coupe","2","5","Czarny","Tak",NA,"U¿ywane",NA,"Austria",NA,NA,"Tak","Tak","Tak",NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:62","PLN","7 000","Osoby prywatnej","Osobowe","Audi","80","2.0 E","1991","276 101 km","1 984 cm3","Benzyna","90 KM","Manualna","Na przednie ko³a",NA,"Sedan","4","5","Bordowy","Tak",NA,"U¿ywane",NA,NA,"28/11/1999","SO0688S",NA,NA,NA,NA,NA,NA,NA,NA,"B4 (1991-1995)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:63","PLN","14 000","Osoby prywatnej","Osobowe","Audi","80",NA,"1991","75 000 km","1 780 cm3","Benzyna","75 KM","Manualna","Na przednie ko³a",NA,"Sedan","4","5","Czarny","Tak","Tak","U¿ywane",NA,"Niemcy",NA,"Sz 48C",NA,NA,NA,NA,NA,NA,NA,NA,"B3 (1986-1991)",NA,NA,NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA
"1:64","PLN","3 900","Firmy","Osobowe","Audi","80",NA,"1991","160 000 km","1 781 cm3","Benzyna","90 KM","Manualna","Na przednie ko³a",NA,"Sedan","4","5","Czerwony",NA,"Tak","U¿ywane",NA,NA,NA,"KRA5YG6",NA,"Tak",NA,NA,NA,NA,NA,NA,"B3 (1986-1991)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:65","PLN","68 400","Osoby prywatnej","Osobowe","Audi","100","2.8","1992","105 000 km","2 771 cm3","Benzyna","174 KM","Automatyczna","Na przednie ko³a",NA,"Sedan","4","5","Z³oty","Tak","Tak","U¿ywane",NA,"Niemcy",NA,"DW8HG63","Tak",NA,NA,NA,"Tak",NA,NA,NA,"C4 (1991-1994)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:66","PLN","11 800","Osoby prywatnej","Osobowe","Audi","80","2.6 E","1992","134 500 km","2 598 cm3","Benzyna","150 KM","Manualna","Na przednie ko³a",NA,"Sedan","4","5","Zielony",NA,NA,"U¿ywane",NA,NA,"18/12/1992",NA,NA,NA,NA,NA,"Tak",NA,NA,NA,"B4 (1991-1995)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:67","PLN","21 000","Osoby prywatnej","Osobowe","Audi","80",NA,"1992","150 000 km","1 781 cm3","Benzyna","90 KM","Manualna",NA,NA,"Sedan","4","5","Srebrny","Tak",NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B4 (1991-1995)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:68","PLN","3 900","Firmy","Osobowe","Audi","80","1.9 TD","1992","195 000 km","1 896 cm3","Diesel","75 KM","Manualna","Na przednie ko³a",NA,"Sedan","4","5","Czarny",NA,"Tak","U¿ywane",NA,"Niemcy",NA,NA,NA,"Tak",NA,NA,NA,NA,NA,"Tak","B4 (1991-1995)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:69","PLN","14 950","Osoby prywatnej","Osobowe","Audi","100","Avant 2.3 E","1992","178 236 km","2 309 cm3","Benzyna","133 KM","Automatyczna",NA,NA,"Sedan","5","5","Z³oty",NA,NA,"U¿ywane",NA,"Niemcy",NA,NA,NA,NA,NA,NA,"Tak",NA,NA,NA,"C4 (1991-1994)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:70","PLN","6 500","Osoby prywatnej","Osobowe","Audi","Cabriolet","2.8 E","1992","220 000 km","2 771 cm3","Benzyna","174 KM","Manualna","Na przednie ko³a",NA,"Kabriolet","2","5","Fioletowy",NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:71","PLN","7 000","Osoby prywatnej","Osobowe","Audi","80","2.3 E","1992","250 000 km","2 309 cm3","Benzyna","133 KM","Manualna","Na przednie ko³a",NA,"Sedan","4","5","Bordowy","Tak","Tak","U¿ywane",NA,"Polska","13/03/1992","OKRJ233",NA,NA,NA,NA,NA,NA,NA,NA,"B4 (1991-1995)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:72","PLN","3 990","Firmy","Osobowe","Audi","80","2.0 E","1992","320 000 km","1 984 cm3","Benzyna","90 KM","Manualna","Na przednie ko³a",NA,"Sedan","4","5","Bordowy","Tak","Tak","U¿ywane",NA,NA,NA,NA,NA,"Tak",NA,NA,"Tak",NA,NA,NA,"B4 (1991-1995)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:73","PLN","18 500","Firmy","Osobowe","Audi","100",NA,"1992","362 596 km","2 460 cm3","Diesel","116 KM","Automatyczna","Na przednie ko³a",NA,"Kombi","5","5","Srebrny","Tak",NA,"U¿ywane",NA,"Niemcy","20/11/1992","DLBKU31","Tak",NA,NA,NA,"Tak",NA,NA,NA,"C4 (1991-1994)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:74","PLN","3 600","Osoby prywatnej","Osobowe","Audi","80","Avant 2.0 E","1992","126 000 km","1 984 cm3","Benzyna+LPG","90 KM","Manualna",NA,NA,"Sedan","5",NA,"Czarny",NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B4 (1991-1995)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:75","PLN","2 900","Osoby prywatnej","Osobowe","Audi","100","2.0 E","1992","380 000 km","1 984 cm3","Benzyna+LPG","101 KM","Manualna","Na przednie ko³a",NA,"Sedan","4","5","Zielony","Tak",NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C4 (1991-1994)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:76","PLN","4 000","Osoby prywatnej","Osobowe","Audi","80","1.9 TDI","1993","316 750 km","1 896 cm3","Diesel","90 KM","Manualna","Na przednie ko³a",NA,"Sedan","4","5","Zielony",NA,"Tak","U¿ywane","Tak","Francja","08/07/1993","KNS68CH",NA,NA,NA,NA,"Tak",NA,NA,NA,"B4 (1991-1995)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:77","PLN","14 900","Osoby prywatnej","Osobowe","Audi","80","2.0 E","1993","350 000 km","1 984 cm3","Benzyna","116 KM","Manualna","Na przednie ko³a",NA,"Sedan","4","5","Czarny",NA,"Tak","U¿ywane",NA,NA,"25/09/2017","TOS 38380",NA,NA,NA,NA,"Tak",NA,NA,NA,"B4 (1991-1995)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:78","PLN","7 500","Osoby prywatnej","Osobowe","Audi","100",NA,"1993","311 000 km","2 000 cm3","Benzyna+LPG","140 KM","Manualna","4x4 (sta³y)",NA,"Kombi","5","5","Inny kolor","Tak","Tak","U¿ywane",NA,NA,NA,NA,NA,NA,"Tak",NA,NA,NA,NA,NA,"C4 (1991-1994)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:79","PLN","6 000","Osoby prywatnej","Osobowe","Audi","100","2.5 TDI","1993","200 000 km","2 460 cm3","Diesel","115 KM","Manualna","Na przednie ko³a",NA,"Kombi","4","5","Bordowy","Tak",NA,"U¿ywane",NA,NA,"12/07/1993","GD6681C",NA,NA,NA,NA,NA,NA,NA,NA,"C4 (1991-1994)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:80","PLN","6 000","Osoby prywatnej","Osobowe","Audi","80","1.9 TDI","1993","320 000 km","1 896 cm3","Diesel","90 KM","Manualna","Na przednie ko³a",NA,"Sedan","4","5","Szary",NA,NA,"U¿ywane",NA,NA,"05/11/1993","LBL33YW",NA,NA,NA,NA,NA,NA,NA,NA,"B4 (1991-1995)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:81","PLN","10 800","Osoby prywatnej","Osobowe","Audi","80","2.0 E","1993","294 600 km","1 984 cm3","Benzyna+LPG","116 KM","Manualna","Na przednie ko³a",NA,"Sedan","4","5","Srebrny","Tak","Tak","U¿ywane",NA,"Niemcy","01/07/1993","LPU 61842",NA,NA,NA,NA,"Tak",NA,NA,NA,"B4 (1991-1995)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:82","PLN","14 999","Osoby prywatnej","Osobowe","Audi","80","B4 (1991-1995)","1993","195 000 km","1 984 cm3","Benzyna","116 KM","Manualna",NA,NA,"Kabriolet","2",NA,"Zielony",NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,"Tak",NA,NA,NA,NA,NA,"B4 (1991-1995)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:83","PLN","5 800","Osoby prywatnej","Osobowe","Audi","80","2.0 E","1993","165 000 km","1 984 cm3","Benzyna","116 KM","Automatyczna","Na przednie ko³a",NA,"Sedan","4","5","Czarny","Tak","Tak","U¿ywane",NA,"Niemcy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B4 (1991-1995)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:84","PLN","14 900","Firmy","Osobowe","Audi","80","Avant 2.0 E","1993","76 000 km","1 984 cm3","Benzyna","90 KM","Manualna","Na przednie ko³a",NA,"Sedan","5","5","Zielony","Tak",NA,"U¿ywane",NA,"Niemcy",NA,NA,"Tak","Tak",NA,NA,NA,NA,NA,NA,"B4 (1991-1995)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:85","PLN","4 000","Osoby prywatnej","Osobowe","Audi","80",NA,"1993","198 000 km","1 984 cm3","Benzyna","90 KM","Manualna","Na przednie ko³a",NA,"Sedan","5","5","Niebieski",NA,NA,"U¿ywane",NA,NA,"05/06/2009","EZD25YR",NA,NA,NA,NA,NA,NA,NA,NA,"B4 (1991-1995)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:86","PLN","3 500","Osoby prywatnej","Osobowe","Audi","80","2.0 E","1993","373 500 km","1 984 cm3","Benzyna+LPG","116 KM","Manualna","Na przednie ko³a",NA,"Sedan","4","5","Czerwony",NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B4 (1991-1995)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:87","PLN","13 900","Firmy","Osobowe","Audi","80","2.6 E","1993","202 037 km","2 598 cm3","Benzyna","150 KM","Manualna",NA,NA,"Coupe","4",NA,"Fioletowy",NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B4 (1991-1995)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:88","PLN","7 950","Firmy","Osobowe","Audi","100","2.0 E","1993","187 450 km","1 984 cm3","Benzyna+LPG","116 KM","Manualna","Na przednie ko³a",NA,"Sedan","4","5","Czerwony",NA,"Tak","U¿ywane",NA,NA,"01/11/1993","ZGR46CC",NA,NA,NA,NA,NA,NA,NA,NA,"C4 (1991-1994)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:89","PLN","3 900","Osoby prywatnej","Osobowe","Audi","100","2.0 E","1993","286 000 km","1 984 cm3","Benzyna","116 KM","Manualna","Na przednie ko³a",NA,"Sedan","4","5","Czarny",NA,NA,"U¿ywane",NA,NA,"04/10/1993","SY 5795F",NA,NA,NA,NA,NA,NA,NA,NA,"C4 (1991-1994)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:90","PLN","4 300","Osoby prywatnej","Osobowe","Audi","80","2.0 E","1993","400 000 km","1 984 cm3","Benzyna","90 KM","Automatyczna",NA,NA,"Sedan","4","5","Zielony",NA,NA,"U¿ywane",NA,NA,NA,NA,NA,"Tak",NA,NA,NA,NA,NA,NA,"B4 (1991-1995)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:91","PLN","23 999","Osoby prywatnej","Osobowe","Audi","Cabriolet","2.0","1993","201 500 km","1 984 cm3","Benzyna","116 KM","Manualna",NA,NA,"Kabriolet","2","5","Fioletowy",NA,"Tak","U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:92","PLN","8 500","Osoby prywatnej","Osobowe","Audi","100","2.5 TDI","1993","400 000 km","2 460 cm3","Diesel","115 KM","Manualna",NA,NA,"Kombi","4",NA,"Inny kolor",NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C4 (1991-1994)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:93","PLN","9 500","Firmy","Osobowe","Audi","80","Avant 2.6","1993","248 500 km","2 598 cm3","Benzyna","150 KM","Manualna","Na przednie ko³a",NA,"Kombi","5","5","Bia³y","Tak",NA,"U¿ywane",NA,NA,"01/02/1993","TG37450","Tak","Tak",NA,NA,"Tak",NA,NA,NA,"B4 (1991-1995)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:94","PLN","6 400","Osoby prywatnej","Osobowe","Audi","80","Avant 1.9 TD","1993","344 000 km","1 896 cm3","Diesel","75 KM","Manualna","Na przednie ko³a",NA,"Sedan","5","5","Bia³y",NA,"Tak","U¿ywane",NA,NA,"01/03/1993","SBIY362",NA,NA,NA,NA,NA,NA,NA,"Tak","B4 (1991-1995)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:95","PLN","18 900","Osoby prywatnej","Osobowe","Audi","80",NA,"1993","228 300 km","2 000 cm3","Benzyna","116 KM","Manualna","Na przednie ko³a",NA,"Coupe","3","4","Czarny",NA,"Tak","U¿ywane",NA,"Niemcy",NA,NA,NA,NA,NA,NA,"Tak",NA,"Tak",NA,"B4 (1991-1995)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:96","PLN","4 000","Osoby prywatnej","Osobowe","Audi","80",NA,"1994","236 000 km","1 984 cm3","Benzyna","116 KM","Manualna","Na przednie ko³a",NA,"Sedan","4",NA,"Srebrny","Tak",NA,"U¿ywane",NA,"Niemcy","16/09/1994",NA,NA,NA,NA,NA,"Tak",NA,NA,NA,"B4 (1991-1995)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:97","PLN","8 400","Firmy","Osobowe","Audi","A6",NA,"1994","247 000 km","2 500 cm3","Diesel","115 KM","Manualna","Na przednie ko³a",NA,"Sedan","4",NA,"Srebrny",NA,"Tak","U¿ywane",NA,NA,NA,NA,"Tak",NA,NA,NA,NA,NA,NA,"Tak","C4 (1994-1997)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:98","PLN","11 000","Firmy","Osobowe","Audi","80","2.0 E","1994","250 000 km","1 984 cm3","Benzyna","116 KM","Manualna",NA,NA,"Sedan","4","5","Niebieski",NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:99","PLN","5 000","Osoby prywatnej","Osobowe","Audi","80","1.9 TDI","1994","285 000 km","1 896 cm3","Diesel","90 KM","Manualna","Na przednie ko³a",NA,"Sedan","4","5","Zielony","Tak","Tak","U¿ywane",NA,NA,"15/09/1994","DWR3752G",NA,NA,NA,NA,"Tak",NA,NA,NA,"B4 (1991-1995)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:100","PLN","7 000","Osoby prywatnej","Osobowe","Audi","80","1.9 TD","1994","292 000 km","1 896 cm3","Diesel","75 KM","Manualna","Na przednie ko³a",NA,"Sedan","4","5","Niebieski","Tak","Tak","U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,"Tak",NA,NA,NA,"B4 (1991-1995)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:101","PLN","22 900","Firmy","Osobowe","Audi","S6",NA,"1994","254 150 km","4 200 cm3","Benzyna","290 KM","Automatyczna","4x4 (sta³y)",NA,"Kombi","5","5","Srebrny","Tak","Tak","U¿ywane","Tak","Niemcy",NA,NA,"Tak","Tak","Tak",NA,NA,"Tak",NA,NA,"C4 (1994-1997)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:102","PLN","24 400","Firmy","Osobowe","Audi","Cabriolet",NA,"1994","220 000 km","2 600 cm3","Benzyna","150 KM","Manualna","Na przednie ko³a",NA,"Kabriolet","2",NA,"Czarny","Tak",NA,"U¿ywane",NA,"Niemcy","12/12/1994",NA,"Tak","Tak",NA,NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,"3 miesiêcy",NA,NA,NA,NA,NA,NA,NA
"1:103","PLN","18 200","Osoby prywatnej","Osobowe","Audi","A6",NA,"1994","273 260 km","2 598 cm3","Benzyna","150 KM","Automatyczna","4x4 (sta³y)",NA,"Kombi","5","5","Srebrny","Tak",NA,"U¿ywane",NA,"Niemcy","02/12/1994",NA,NA,NA,NA,NA,"Tak",NA,NA,NA,"C4 (1994-1997)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:104","PLN","6 900","Osoby prywatnej","Osobowe","Audi","80","2.8 E","1994","150 000 km","2 771 cm3","Benzyna","174 KM","Manualna","Na przednie ko³a",NA,"Kabriolet","4","4","Br¹zowy",NA,NA,"U¿ywane",NA,NA,"03/03/1995","SKL22928",NA,NA,NA,NA,NA,NA,NA,NA,"B4 (1991-1995)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:105","PLN","22 500","Osoby prywatnej","Osobowe","Audi","100","Avant 2.8 E","1994","148 000 km","2 771 cm3","Benzyna","174 KM","Manualna","Na przednie ko³a",NA,"Sedan","5","5","Czerwony","Tak",NA,"U¿ywane",NA,"Niemcy","31/03/1994",NA,"Tak",NA,NA,NA,"Tak",NA,NA,NA,"C4 (1991-1994)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:106","PLN","8 800","Osoby prywatnej","Osobowe","Audi","80","1.9 TDI","1994","410 000 km","1 896 cm3","Diesel","90 KM","Manualna","Na przednie ko³a",NA,"Sedan","4","5","Czarny",NA,"Tak","U¿ywane",NA,"Niemcy",NA,NA,NA,NA,NA,NA,"Tak",NA,NA,NA,"B4 (1991-1995)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:107","PLN","11 900","Osoby prywatnej","Osobowe","Audi","80","2.0 E","1994","154 400 km","1 984 cm3","Benzyna","116 KM","Manualna","Na przednie ko³a",NA,"Kabriolet","4","5","Inny kolor",NA,"Tak","U¿ywane",NA,"Niemcy","15/11/1994","GA047FT",NA,NA,NA,NA,NA,NA,NA,NA,"B4 (1991-1995)","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:108","PLN","8 900","Firmy","Osobowe","Audi","80",NA,"1994","239 000 km","2 000 cm3","Benzyna","90 KM","Automatyczna","Na przednie ko³a",NA,"Sedan","4","5","Bordowy","Tak",NA,"U¿ywane",NA,"Niemcy",NA,NA,"Tak","Tak","Tak",NA,"Tak",NA,NA,NA,"B4 (1991-1995)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:109","PLN","12 900","Firmy","Osobowe","Audi","80","1.9 TDI","1994","280 000 km","1 896 cm3","Diesel","90 KM","Manualna","Na przednie ko³a",NA,"Sedan","4","5","Inny kolor",NA,"Tak","U¿ywane",NA,NA,NA,NA,"Tak",NA,NA,NA,"Tak",NA,NA,NA,"B4 (1991-1995)",NA,"199 g/km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:110","PLN","7 950","Firmy","Osobowe","Audi","80","B4 (1991-1995)","1994","133 000 km","1 595 cm3","Benzyna","70 KM","Manualna","Na przednie ko³a",NA,"Sedan","4","5","Bia³y",NA,NA,"U¿ywane",NA,"Belgia",NA,NA,NA,"Tak",NA,NA,"Tak",NA,NA,NA,"B3 (1986-1991)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:111","PLN","3 300","Osoby prywatnej","Osobowe","Audi","80",NA,"1994","326 194 km","1 896 cm3","Diesel","75 KM","Manualna","Na przednie ko³a",NA,"Sedan","5","5","Zielony","Tak",NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B4 (1991-1995)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:112","PLN","5 500","Osoby prywatnej","Osobowe","Audi","100",NA,"1994","326 000 km","2 600 cm3","Benzyna+LPG","150 KM","Manualna",NA,NA,"Sedan","4","5","Zielony",NA,"Tak","U¿ywane",NA,"Niemcy",NA,NA,NA,NA,NA,NA,"Tak",NA,NA,NA,"C4 (1991-1994)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:113","PLN","8 900","Osoby prywatnej","Osobowe","Audi","80","Avant 2.0 E","1994","282 342 km","1 984 cm3","Benzyna+LPG","90 KM","Manualna","Na przednie ko³a",NA,"Sedan","5","5","Srebrny","Tak","Tak","U¿ywane",NA,"Niemcy","06/08/2010","EL687KA",NA,NA,NA,NA,NA,NA,NA,NA,"B4 (1991-1995)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:114","PLN","6 900","Osoby prywatnej","Osobowe","Audi","A6",NA,"1994","313 000 km","2 461 cm3","Diesel","116 KM","Manualna","Na przednie ko³a",NA,"Kombi","5","5","Szary",NA,NA,"U¿ywane",NA,"Niemcy","28/07/1994","WP71713",NA,NA,NA,NA,NA,NA,NA,NA,"C4 (1994-1997)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:115","PLN","11 900","Firmy","Osobowe","Audi","80","2.0 E","1994","148 000 km","1 984 cm3","Benzyna","90 KM","Manualna","Na przednie ko³a",NA,"Sedan","4","5","Zielony",NA,NA,"U¿ywane",NA,NA,NA,NA,"Tak","Tak",NA,NA,"Tak",NA,NA,"Tak","B4 (1991-1995)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:116","PLN","9 999","Osoby prywatnej","Osobowe","Audi","80","b4-1991-1995","1994","124 009 km","2 000 cm3","Benzyna","115 KM","Manualna","Na przednie ko³a",NA,"Sedan","4","5","Czerwony","Tak",NA,"U¿ywane",NA,NA,NA,NA,"Tak","Tak",NA,NA,NA,NA,NA,NA,"B4 (1991-1995)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:117","PLN","5 200","Osoby prywatnej","Osobowe","Audi","80","1.9 TDI","1994","353 000 km","1 896 cm3","Diesel","90 KM","Manualna","Na przednie ko³a",NA,"Sedan","4","5","Czarny",NA,"Tak","U¿ywane",NA,"Polska","20/05/1994","LLE33762",NA,NA,NA,NA,NA,NA,NA,NA,"B4 (1991-1995)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:118","PLN","17 300","Osoby prywatnej","Osobowe","Audi","A6",NA,"1995","248 000 km","2 771 cm3","Benzyna+LPG","174 KM","Manualna","4x4 (sta³y)",NA,"Sedan","4",NA,"Szary",NA,"Tak","U¿ywane",NA,NA,NA,NA,"Tak",NA,NA,NA,"Tak",NA,NA,NA,"C4 (1994-1997)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:119","PLN","4 500","Firmy","Osobowe","Audi","A4","1.6","1995","212 120 km","1 595 cm3","Benzyna","101 KM","Manualna","Na przednie ko³a",NA,"Sedan","4","5","Fioletowy","Tak",NA,"U¿ywane",NA,"Niemcy",NA,NA,"Tak","Tak",NA,NA,NA,NA,NA,NA,"B5 (1995-2001)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:120","PLN","3 900","Firmy","Osobowe","Audi","A4",NA,"1995","290 000 km","2 598 cm3","Benzyna","150 KM","Manualna","Na przednie ko³a",NA,"Sedan","4","5","Srebrny","Tak",NA,"U¿ywane",NA,NA,"15/05/1995","BRAK",NA,"Tak",NA,NA,NA,NA,NA,NA,"B5 (1995-2001)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
